,#,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
4917,"


0044",Gloom,Grass Poison,395,60,65,70,85,75,40
4918,"


0045",Vileplume,Grass Poison,490,75,80,85,110,90,50
4919,"


0046",Paras,Bug Grass,285,35,70,55,45,55,25
4920,"


0047",Parasect,Bug Grass,405,60,95,80,60,80,30
4921,"


0048",Venonat,Bug Poison,305,60,55,50,40,55,45
4922,"


0049",Venomoth,Bug Poison,450,70,65,60,90,75,90
4923,"


0050",Diglett,Ground ,265,10,55,25,35,45,95
4924,"


0050",Diglett Alolan Diglett,Ground Steel,265,10,55,30,35,45,90
4925,"


0051",Dugtrio,Ground ,425,35,100,50,50,70,120
4926,"


0051",Dugtrio Alolan Dugtrio,Ground Steel,425,35,100,60,50,70,110
4927,"


0052",Meowth,Normal ,290,40,45,35,40,40,90
4928,"


0052",Meowth Alolan Meowth,Dark ,290,40,35,35,50,40,90
4929,"


0052",Meowth Galarian Meowth,Steel ,290,50,65,55,40,40,40
4930,"


0053",Persian,Normal ,440,65,70,60,65,65,115
4931,"


0053",Persian Alolan Persian,Dark ,440,65,60,60,75,65,115
4932,"


0054",Psyduck,Water ,320,50,52,48,65,50,55
4933,"


0055",Golduck,Water ,500,80,82,78,95,80,85
4934,"


0056",Mankey,Fighting ,305,40,80,35,35,45,70
4935,"


0057",Primeape,Fighting ,455,65,105,60,60,70,95
4936,"


0058",Growlithe,Fire ,350,55,70,45,70,50,60
4937,"


0058",Growlithe Hisuian Growlithe,Fire Rock,350,60,75,45,65,50,55
4938,"


0059",Arcanine,Fire ,555,90,110,80,100,80,95
4939,"


0059",Arcanine Hisuian Arcanine,Fire Rock,555,95,115,80,95,80,90
4940,"


0060",Poliwag,Water ,300,40,50,40,40,40,90
4941,"


0061",Poliwhirl,Water ,385,65,65,65,50,50,90
4942,"


0062",Poliwrath,Water Fighting,510,90,95,95,70,90,70
4943,"


0063",Abra,Psychic ,310,25,20,15,105,55,90
4944,"


0064",Kadabra,Psychic ,400,40,35,30,120,70,105
4945,"


0065",Alakazam,Psychic ,500,55,50,45,135,95,120
4946,"


0065",Alakazam Mega Alakazam,Psychic ,600,55,50,65,175,105,150
4947,"


0066",Machop,Fighting ,305,70,80,50,35,35,35
4948,"


0067",Machoke,Fighting ,405,80,100,70,50,60,45
4949,"


0068",Machamp,Fighting ,505,90,130,80,65,85,55
4950,"


0069",Bellsprout,Grass Poison,300,50,75,35,70,30,40
4951,"


0070",Weepinbell,Grass Poison,390,65,90,50,85,45,55
4952,"


0071",Victreebel,Grass Poison,490,80,105,65,100,70,70
4953,"


0072",Tentacool,Water Poison,335,40,40,35,50,100,70
4954,"


0073",Tentacruel,Water Poison,515,80,70,65,80,120,100
4955,"


0074",Geodude,Rock Ground,300,40,80,100,30,30,20
4956,"


0074",Geodude Alolan Geodude,Rock Electric,300,40,80,100,30,30,20
4957,"


0075",Graveler,Rock Ground,390,55,95,115,45,45,35
4958,"


0075",Graveler Alolan Graveler,Rock Electric,390,55,95,115,45,45,35
4959,"


0076",Golem,Rock Ground,495,80,120,130,55,65,45
4960,"


0076",Golem Alolan Golem,Rock Electric,495,80,120,130,55,65,45
4961,"


0077",Ponyta,Fire ,410,50,85,55,65,65,90
4962,"


0077",Ponyta Galarian Ponyta,Psychic ,410,50,85,55,65,65,90
4963,"


0078",Rapidash,Fire ,500,65,100,70,80,80,105
4964,"


0078",Rapidash Galarian Rapidash,Psychic Fairy,500,65,100,70,80,80,105
4965,"


0079",Slowpoke,Water Psychic,315,90,65,65,40,40,15
4966,"


0079",Slowpoke Galarian Slowpoke,Psychic ,315,90,65,65,40,40,15
4967,"


0080",Slowbro,Water Psychic,490,95,75,110,100,80,30
4968,"


0080",Slowbro Mega Slowbro,Water Psychic,590,95,75,180,130,80,30
4969,"


0080",Slowbro Galarian Slowbro,Poison Psychic,490,95,100,95,100,70,30
4970,"


0081",Magnemite,Electric Steel,325,25,35,70,95,55,45
4971,"


0082",Magneton,Electric Steel,465,50,60,95,120,70,70
4972,"


0083",Farfetch'd,Normal Flying,377,52,90,55,58,62,60
4973,"


0083",Farfetch'd Galarian Farfetch'd,Fighting ,377,52,95,55,58,62,55
4974,"


0084",Doduo,Normal Flying,310,35,85,45,35,35,75
4975,"


0085",Dodrio,Normal Flying,470,60,110,70,60,60,110
4976,"


0086",Seel,Water ,325,65,45,55,45,70,45
4977,"


0087",Dewgong,Water Ice,475,90,70,80,70,95,70
4978,"


0088",Grimer,Poison ,325,80,80,50,40,50,25
4979,"


0088",Grimer Alolan Grimer,Poison Dark,325,80,80,50,40,50,25
4980,"


0089",Muk,Poison ,500,105,105,75,65,100,50
4981,"


0089",Muk Alolan Muk,Poison Dark,500,105,105,75,65,100,50
4982,"


0090",Shellder,Water ,305,30,65,100,45,25,40
4983,"


0091",Cloyster,Water Ice,525,50,95,180,85,45,70
4984,"


0092",Gastly,Ghost Poison,310,30,35,30,100,35,80
4985,"


0093",Haunter,Ghost Poison,405,45,50,45,115,55,95
4986,"


0094",Gengar,Ghost Poison,500,60,65,60,130,75,110
4987,"


0094",Gengar Mega Gengar,Ghost Poison,600,60,65,80,170,95,130
4988,"


0095",Onix,Rock Ground,385,35,45,160,30,45,70
4989,"


0096",Drowzee,Psychic ,328,60,48,45,43,90,42
4990,"


0097",Hypno,Psychic ,483,85,73,70,73,115,67
4991,"


0098",Krabby,Water ,325,30,105,90,25,25,50
4992,"


0099",Kingler,Water ,475,55,130,115,50,50,75
4993,"


0100",Voltorb,Electric ,330,40,30,50,55,55,100
4994,"


0100",Voltorb Hisuian Voltorb,Electric Grass,330,40,30,50,55,55,100
4995,"


0101",Electrode,Electric ,490,60,50,70,80,80,150
4996,"


0101",Electrode Hisuian Electrode,Electric Grass,490,60,50,70,80,80,150
4997,"


0102",Exeggcute,Grass Psychic,325,60,40,80,60,45,40
4998,"


0103",Exeggutor,Grass Psychic,530,95,95,85,125,75,55
4999,"


0103",Exeggutor Alolan Exeggutor,Grass Dragon,530,95,105,85,125,75,45
5000,"


0104",Cubone,Ground ,320,50,50,95,40,50,35
5001,"


0105",Marowak,Ground ,425,60,80,110,50,80,45
5002,"


0105",Marowak Alolan Marowak,Fire Ghost,425,60,80,110,50,80,45
5003,"


0106",Hitmonlee,Fighting ,455,50,120,53,35,110,87
5004,"


0107",Hitmonchan,Fighting ,455,50,105,79,35,110,76
5005,"


0108",Lickitung,Normal ,385,90,55,75,60,75,30
5006,"


0109",Koffing,Poison ,340,40,65,95,60,45,35
5007,"


0110",Weezing,Poison ,490,65,90,120,85,70,60
5008,"


0110",Weezing Galarian Weezing,Poison Fairy,490,65,90,120,85,70,60
5009,"


0111",Rhyhorn,Ground Rock,345,80,85,95,30,30,25
5010,"


0112",Rhydon,Ground Rock,485,105,130,120,45,45,40
5011,"


0113",Chansey,Normal ,450,250,5,5,35,105,50
5012,"


0114",Tangela,Grass ,435,65,55,115,100,40,60
5013,"


0115",Kangaskhan,Normal ,490,105,95,80,40,80,90
5014,"


0115",Kangaskhan Mega Kangaskhan,Normal ,590,105,125,100,60,100,100
5015,"


0116",Horsea,Water ,295,30,40,70,70,25,60
5016,"


0117",Seadra,Water ,440,55,65,95,95,45,85
5017,"


0118",Goldeen,Water ,320,45,67,60,35,50,63
5018,"


0119",Seaking,Water ,450,80,92,65,65,80,68
5019,"


0120",Staryu,Water ,340,30,45,55,70,55,85
5020,"


0121",Starmie,Water Psychic,520,60,75,85,100,85,115
5021,"


0122",Mr. Mime,Psychic Fairy,460,40,45,65,100,120,90
5022,"


0122",Mr. Mime Galarian Mr. Mime,Ice Psychic,460,50,65,65,90,90,100
5023,"


0123",Scyther,Bug Flying,500,70,110,80,55,80,105
5024,"


0124",Jynx,Ice Psychic,455,65,50,35,115,95,95
5025,"


0125",Electabuzz,Electric ,490,65,83,57,95,85,105
5026,"


0126",Magmar,Fire ,495,65,95,57,100,85,93
5027,"


0127",Pinsir,Bug ,500,65,125,100,55,70,85
5028,"


0127",Pinsir Mega Pinsir,Bug Flying,600,65,155,120,65,90,105
5029,"


0128",Tauros,Normal ,490,75,100,95,40,70,110
5030,"


0128",Tauros Combat Breed,Fighting ,490,75,110,105,30,70,100
5031,"


0128",Tauros Blaze Breed,Fighting Fire,490,75,110,105,30,70,100
5032,"


0128",Tauros Aqua Breed,Fighting Water,490,75,110,105,30,70,100
5033,"


0129",Magikarp,Water ,200,20,10,55,15,20,80
5034,"


0130",Gyarados,Water Flying,540,95,125,79,60,100,81
5035,"


0130",Gyarados Mega Gyarados,Water Dark,640,95,155,109,70,130,81
5036,"


0131",Lapras,Water Ice,535,130,85,80,85,95,60
5037,"


0132",Ditto,Normal ,288,48,48,48,48,48,48
5038,"


0133",Eevee,Normal ,325,55,55,50,45,65,55
5039,"


0133",Eevee Partner Eevee,Normal ,435,65,75,70,65,85,75
5040,"


0134",Vaporeon,Water ,525,130,65,60,110,95,65
5041,"


0135",Jolteon,Electric ,525,65,65,60,110,95,130
5042,"


0136",Flareon,Fire ,525,65,130,60,95,110,65
5043,"


0137",Porygon,Normal ,395,65,60,70,85,75,40
5044,"


0138",Omanyte,Rock Water,355,35,40,100,90,55,35
5045,"


0139",Omastar,Rock Water,495,70,60,125,115,70,55
5046,"


0140",Kabuto,Rock Water,355,30,80,90,55,45,55
5047,"


0141",Kabutops,Rock Water,495,60,115,105,65,70,80
5048,"


0142",Aerodactyl,Rock Flying,515,80,105,65,60,75,130
5049,"


0142",Aerodactyl Mega Aerodactyl,Rock Flying,615,80,135,85,70,95,150
5050,"


0143",Snorlax,Normal ,540,160,110,65,65,110,30
5051,"


0144",Articuno,Ice Flying,580,90,85,100,95,125,85
5052,"


0144",Articuno Galarian Articuno,Psychic Flying,580,90,85,85,125,100,95
5053,"


0145",Zapdos,Electric Flying,580,90,90,85,125,90,100
5054,"


0145",Zapdos Galarian Zapdos,Fighting Flying,580,90,125,90,85,90,100
5055,"


0146",Moltres,Fire Flying,580,90,100,90,125,85,90
5056,"


0146",Moltres Galarian Moltres,Dark Flying,580,90,85,90,100,125,90
5057,"


0147",Dratini,Dragon ,300,41,64,45,50,50,50
5058,"


0148",Dragonair,Dragon ,420,61,84,65,70,70,70
5059,"


0149",Dragonite,Dragon Flying,600,91,134,95,100,100,80
5060,"


0150",Mewtwo,Psychic ,680,106,110,90,154,90,130
5061,"


0150",Mewtwo Mega Mewtwo X,Psychic Fighting,780,106,190,100,154,100,130
5062,"


0150",Mewtwo Mega Mewtwo Y,Psychic ,780,106,150,70,194,120,140
5063,"


0151",Mew,Psychic ,600,100,100,100,100,100,100
5064,"


0152",Chikorita,Grass ,318,45,49,65,49,65,45
5065,"


0153",Bayleef,Grass ,405,60,62,80,63,80,60
5066,"


0154",Meganium,Grass ,525,80,82,100,83,100,80
5067,"


0155",Cyndaquil,Fire ,309,39,52,43,60,50,65
5068,"


0156",Quilava,Fire ,405,58,64,58,80,65,80
5069,"


0157",Typhlosion,Fire ,534,78,84,78,109,85,100
5070,"


0157",Typhlosion Hisuian Typhlosion,Fire Ghost,534,73,84,78,119,85,95
5071,"


0158",Totodile,Water ,314,50,65,64,44,48,43
5072,"


0159",Croconaw,Water ,405,65,80,80,59,63,58
5073,"


0160",Feraligatr,Water ,530,85,105,100,79,83,78
5074,"


0161",Sentret,Normal ,215,35,46,34,35,45,20
5075,"


0162",Furret,Normal ,415,85,76,64,45,55,90
5076,"


0163",Hoothoot,Normal Flying,262,60,30,30,36,56,50
5077,"


0164",Noctowl,Normal Flying,452,100,50,50,86,96,70
5078,"


0165",Ledyba,Bug Flying,265,40,20,30,40,80,55
5079,"


0166",Ledian,Bug Flying,390,55,35,50,55,110,85
5080,"


0167",Spinarak,Bug Poison,250,40,60,40,40,40,30
5081,"


0168",Ariados,Bug Poison,400,70,90,70,60,70,40
5082,"


0169",Crobat,Poison Flying,535,85,90,80,70,80,130
5083,"


0170",Chinchou,Water Electric,330,75,38,38,56,56,67
5084,"


0171",Lanturn,Water Electric,460,125,58,58,76,76,67
5085,"


0172",Pichu,Electric ,205,20,40,15,35,35,60
5086,"


0173",Cleffa,Fairy ,218,50,25,28,45,55,15
5087,"


0174",Igglybuff,Normal Fairy,210,90,30,15,40,20,15
5088,"


0175",Togepi,Fairy ,245,35,20,65,40,65,20
5089,"


0176",Togetic,Fairy Flying,405,55,40,85,80,105,40
5090,"


0177",Natu,Psychic Flying,320,40,50,45,70,45,70
5091,"


0178",Xatu,Psychic Flying,470,65,75,70,95,70,95
5092,"


0179",Mareep,Electric ,280,55,40,40,65,45,35
5093,"


0180",Flaaffy,Electric ,365,70,55,55,80,60,45
5094,"


0181",Ampharos,Electric ,510,90,75,85,115,90,55
5095,"


0181",Ampharos Mega Ampharos,Electric Dragon,610,90,95,105,165,110,45
5096,"


0182",Bellossom,Grass ,490,75,80,95,90,100,50
5097,"


0183",Marill,Water Fairy,250,70,20,50,20,50,40
5098,"


0184",Azumarill,Water Fairy,420,100,50,80,60,80,50
5099,"


0185",Sudowoodo,Rock ,410,70,100,115,30,65,30
5100,"


0186",Politoed,Water ,500,90,75,75,90,100,70
5101,"


0187",Hoppip,Grass Flying,250,35,35,40,35,55,50
5102,"


0188",Skiploom,Grass Flying,340,55,45,50,45,65,80
5103,"


0189",Jumpluff,Grass Flying,460,75,55,70,55,95,110
5104,"


0190",Aipom,Normal ,360,55,70,55,40,55,85
5105,"


0191",Sunkern,Grass ,180,30,30,30,30,30,30
5106,"


0192",Sunflora,Grass ,425,75,75,55,105,85,30
5107,"


0193",Yanma,Bug Flying,390,65,65,45,75,45,95
5108,"


0194",Wooper,Water Ground,210,55,45,45,25,25,15
5109,"


0194",Wooper Paldean Wooper,Poison Ground,210,55,45,45,25,25,15
5110,"


0195",Quagsire,Water Ground,430,95,85,85,65,65,35
5111,"


0196",Espeon,Psychic ,525,65,65,60,130,95,110
5112,"


0197",Umbreon,Dark ,525,95,65,110,60,130,65
5113,"


0198",Murkrow,Dark Flying,405,60,85,42,85,42,91
5114,"


0199",Slowking,Water Psychic,490,95,75,80,100,110,30
5115,"


0199",Slowking Galarian Slowking,Poison Psychic,490,95,65,80,110,110,30
5116,"


0200",Misdreavus,Ghost ,435,60,60,60,85,85,85
5117,"


0201",Unown,Psychic ,336,48,72,48,72,48,48
5118,"


0202",Wobbuffet,Psychic ,405,190,33,58,33,58,33
5119,"


0203",Girafarig,Normal Psychic,455,70,80,65,90,65,85
5120,"


0204",Pineco,Bug ,290,50,65,90,35,35,15
5121,"


0205",Forretress,Bug Steel,465,75,90,140,60,60,40
5122,"


0206",Dunsparce,Normal ,415,100,70,70,65,65,45
5123,"


0207",Gligar,Ground Flying,430,65,75,105,35,65,85
5124,"


0208",Steelix,Steel Ground,510,75,85,200,55,65,30
5125,"


0208",Steelix Mega Steelix,Steel Ground,610,75,125,230,55,95,30
5126,"


0209",Snubbull,Fairy ,300,60,80,50,40,40,30
5127,"


0210",Granbull,Fairy ,450,90,120,75,60,60,45
5128,"


0211",Qwilfish,Water Poison,440,65,95,85,55,55,85
5129,"


0211",Qwilfish Hisuian Qwilfish,Dark Poison,440,65,95,85,55,55,85
5130,"


0212",Scizor,Bug Steel,500,70,130,100,55,80,65
5131,"


0212",Scizor Mega Scizor,Bug Steel,600,70,150,140,65,100,75
5132,"


0213",Shuckle,Bug Rock,505,20,10,230,10,230,5
5133,"


0214",Heracross,Bug Fighting,500,80,125,75,40,95,85
5134,"


0214",Heracross Mega Heracross,Bug Fighting,600,80,185,115,40,105,75
5135,"


0215",Sneasel,Dark Ice,430,55,95,55,35,75,115
5136,"


0215",Sneasel Hisuian Sneasel,Fighting Poison,430,55,95,55,35,75,115
5137,"


0216",Teddiursa,Normal ,330,60,80,50,50,50,40
5138,"


0217",Ursaring,Normal ,500,90,130,75,75,75,55
5139,"


0218",Slugma,Fire ,250,40,40,40,70,40,20
5140,"


0219",Magcargo,Fire Rock,430,60,50,120,90,80,30
5141,"


0220",Swinub,Ice Ground,250,50,50,40,30,30,50
5142,"


0221",Piloswine,Ice Ground,450,100,100,80,60,60,50
5143,"


0222",Corsola,Water Rock,410,65,55,95,65,95,35
5144,"


0222",Corsola Galarian Corsola,Ghost ,410,60,55,100,65,100,30
5145,"


0223",Remoraid,Water ,300,35,65,35,65,35,65
5146,"


0224",Octillery,Water ,480,75,105,75,105,75,45
5147,"


0225",Delibird,Ice Flying,330,45,55,45,65,45,75
5148,"


0226",Mantine,Water Flying,485,85,40,70,80,140,70
5149,"


0227",Skarmory,Steel Flying,465,65,80,140,40,70,70
5150,"


0228",Houndour,Dark Fire,330,45,60,30,80,50,65
5151,"


0229",Houndoom,Dark Fire,500,75,90,50,110,80,95
5152,"


0229",Houndoom Mega Houndoom,Dark Fire,600,75,90,90,140,90,115
5153,"


0230",Kingdra,Water Dragon,540,75,95,95,95,95,85
5154,"


0231",Phanpy,Ground ,330,90,60,60,40,40,40
5155,"


0232",Donphan,Ground ,500,90,120,120,60,60,50
5156,"


0233",Porygon2,Normal ,515,85,80,90,105,95,60
5157,"


0234",Stantler,Normal ,465,73,95,62,85,65,85
5158,"


0235",Smeargle,Normal ,250,55,20,35,20,45,75
5159,"


0236",Tyrogue,Fighting ,210,35,35,35,35,35,35
5160,"


0237",Hitmontop,Fighting ,455,50,95,95,35,110,70
5161,"


0238",Smoochum,Ice Psychic,305,45,30,15,85,65,65
5162,"


0239",Elekid,Electric ,360,45,63,37,65,55,95
5163,"


0240",Magby,Fire ,365,45,75,37,70,55,83
5164,"


0241",Miltank,Normal ,490,95,80,105,40,70,100
5165,"


0242",Blissey,Normal ,540,255,10,10,75,135,55
5166,"


0243",Raikou,Electric ,580,90,85,75,115,100,115
5167,"


0244",Entei,Fire ,580,115,115,85,90,75,100
5168,"


0245",Suicune,Water ,580,100,75,115,90,115,85
5169,"


0246",Larvitar,Rock Ground,300,50,64,50,45,50,41
5170,"


0247",Pupitar,Rock Ground,410,70,84,70,65,70,51
5171,"


0248",Tyranitar,Rock Dark,600,100,134,110,95,100,61
5172,"


0248",Tyranitar Mega Tyranitar,Rock Dark,700,100,164,150,95,120,71
5173,"


0249",Lugia,Psychic Flying,680,106,90,130,90,154,110
5174,"


0250",Ho-oh,Fire Flying,680,106,130,90,110,154,90
5175,"


0251",Celebi,Psychic Grass,600,100,100,100,100,100,100
5176,"


0252",Treecko,Grass ,310,40,45,35,65,55,70
5177,"


0253",Grovyle,Grass ,405,50,65,45,85,65,95
5178,"


0254",Sceptile,Grass ,530,70,85,65,105,85,120
5179,"


0254",Sceptile Mega Sceptile,Grass Dragon,630,70,110,75,145,85,145
5180,"


0255",Torchic,Fire ,310,45,60,40,70,50,45
5181,"


0256",Combusken,Fire Fighting,405,60,85,60,85,60,55
5182,"


0257",Blaziken,Fire Fighting,530,80,120,70,110,70,80
5183,"


0257",Blaziken Mega Blaziken,Fire Fighting,630,80,160,80,130,80,100
5184,"


0258",Mudkip,Water ,310,50,70,50,50,50,40
5185,"


0259",Marshtomp,Water Ground,405,70,85,70,60,70,50
5186,"


0260",Swampert,Water Ground,535,100,110,90,85,90,60
5187,"


0260",Swampert Mega Swampert,Water Ground,635,100,150,110,95,110,70
5188,"


0261",Poochyena,Dark ,220,35,55,35,30,30,35
5189,"


0262",Mightyena,Dark ,420,70,90,70,60,60,70
5190,"


0263",Zigzagoon,Normal ,240,38,30,41,30,41,60
5191,"


0263",Zigzagoon Galarian Zigzagoon,Dark Normal,240,38,30,41,30,41,60
5192,"


0264",Linoone,Normal ,420,78,70,61,50,61,100
5193,"


0264",Linoone Galarian Linoone,Dark Normal,420,78,70,61,50,61,100
5194,"


0265",Wurmple,Bug ,195,45,45,35,20,30,20
5195,"


0266",Silcoon,Bug ,205,50,35,55,25,25,15
5196,"


0267",Beautifly,Bug Flying,395,60,70,50,100,50,65
5197,"


0268",Cascoon,Bug ,205,50,35,55,25,25,15
5198,"


0269",Dustox,Bug Poison,385,60,50,70,50,90,65
5199,"


0270",Lotad,Water Grass,220,40,30,30,40,50,30
5200,"


0271",Lombre,Water Grass,340,60,50,50,60,70,50
5201,"


0272",Ludicolo,Water Grass,480,80,70,70,90,100,70
5202,"


0273",Seedot,Grass ,220,40,40,50,30,30,30
5203,"


0274",Nuzleaf,Grass Dark,340,70,70,40,60,40,60
5204,"


0275",Shiftry,Grass Dark,480,90,100,60,90,60,80
5205,"


0276",Taillow,Normal Flying,270,40,55,30,30,30,85
5206,"


0277",Swellow,Normal Flying,455,60,85,60,75,50,125
5207,"


0278",Wingull,Water Flying,270,40,30,30,55,30,85
5208,"


0279",Pelipper,Water Flying,440,60,50,100,95,70,65
5209,"


0280",Ralts,Psychic Fairy,198,28,25,25,45,35,40
5210,"


0281",Kirlia,Psychic Fairy,278,38,35,35,65,55,50
5211,"


0282",Gardevoir,Psychic Fairy,518,68,65,65,125,115,80
5212,"


0282",Gardevoir Mega Gardevoir,Psychic Fairy,618,68,85,65,165,135,100
5213,"


0283",Surskit,Bug Water,269,40,30,32,50,52,65
5214,"


0284",Masquerain,Bug Flying,454,70,60,62,100,82,80
5215,"


0285",Shroomish,Grass ,295,60,40,60,40,60,35
5216,"


0286",Breloom,Grass Fighting,460,60,130,80,60,60,70
5217,"


0287",Slakoth,Normal ,280,60,60,60,35,35,30
5218,"


0288",Vigoroth,Normal ,440,80,80,80,55,55,90
5219,"


0289",Slaking,Normal ,670,150,160,100,95,65,100
5220,"


0290",Nincada,Bug Ground,266,31,45,90,30,30,40
5221,"


0291",Ninjask,Bug Flying,456,61,90,45,50,50,160
5222,"


0292",Shedinja,Bug Ghost,236,1,90,45,30,30,40
5223,"


0293",Whismur,Normal ,240,64,51,23,51,23,28
5224,"


0294",Loudred,Normal ,360,84,71,43,71,43,48
5225,"


0295",Exploud,Normal ,490,104,91,63,91,73,68
5226,"


0296",Makuhita,Fighting ,237,72,60,30,20,30,25
5227,"


0297",Hariyama,Fighting ,474,144,120,60,40,60,50
5228,"


0298",Azurill,Normal Fairy,190,50,20,40,20,40,20
5229,"


0299",Nosepass,Rock ,375,30,45,135,45,90,30
5230,"


0300",Skitty,Normal ,260,50,45,45,35,35,50
5231,"


0301",Delcatty,Normal ,400,70,65,65,55,55,90
5232,"


0302",Sableye,Dark Ghost,380,50,75,75,65,65,50
5233,"


0302",Sableye Mega Sableye,Dark Ghost,480,50,85,125,85,115,20
5234,"


0303",Mawile,Steel Fairy,380,50,85,85,55,55,50
5235,"


0303",Mawile Mega Mawile,Steel Fairy,480,50,105,125,55,95,50
5236,"


0304",Aron,Steel Rock,330,50,70,100,40,40,30
5237,"


0305",Lairon,Steel Rock,430,60,90,140,50,50,40
5238,"


0306",Aggron,Steel Rock,530,70,110,180,60,60,50
5239,"


0306",Aggron Mega Aggron,Steel ,630,70,140,230,60,80,50
5240,"


0307",Meditite,Fighting Psychic,280,30,40,55,40,55,60
5241,"


0308",Medicham,Fighting Psychic,410,60,60,75,60,75,80
5242,"


0308",Medicham Mega Medicham,Fighting Psychic,510,60,100,85,80,85,100
5243,"


0309",Electrike,Electric ,295,40,45,40,65,40,65
5244,"


0310",Manectric,Electric ,475,70,75,60,105,60,105
5245,"


0310",Manectric Mega Manectric,Electric ,575,70,75,80,135,80,135
5246,"


0311",Plusle,Electric ,405,60,50,40,85,75,95
5247,"


0312",Minun,Electric ,405,60,40,50,75,85,95
5248,"


0313",Volbeat,Bug ,430,65,73,75,47,85,85
5249,"


0314",Illumise,Bug ,430,65,47,75,73,85,85
5250,"


0315",Roselia,Grass Poison,400,50,60,45,100,80,65
5251,"


0316",Gulpin,Poison ,302,70,43,53,43,53,40
5252,"


0317",Swalot,Poison ,467,100,73,83,73,83,55
5253,"


0318",Carvanha,Water Dark,305,45,90,20,65,20,65
5254,"


0319",Sharpedo,Water Dark,460,70,120,40,95,40,95
5255,"


0319",Sharpedo Mega Sharpedo,Water Dark,560,70,140,70,110,65,105
5256,"


0320",Wailmer,Water ,400,130,70,35,70,35,60
5257,"


0321",Wailord,Water ,500,170,90,45,90,45,60
5258,"


0322",Numel,Fire Ground,305,60,60,40,65,45,35
5259,"


0323",Camerupt,Fire Ground,460,70,100,70,105,75,40
5260,"


0323",Camerupt Mega Camerupt,Fire Ground,560,70,120,100,145,105,20
5261,"


0324",Torkoal,Fire ,470,70,85,140,85,70,20
5262,"


0325",Spoink,Psychic ,330,60,25,35,70,80,60
5263,"


0326",Grumpig,Psychic ,470,80,45,65,90,110,80
5264,"


0327",Spinda,Normal ,360,60,60,60,60,60,60
5265,"


0328",Trapinch,Ground ,290,45,100,45,45,45,10
5266,"


0329",Vibrava,Ground Dragon,340,50,70,50,50,50,70
5267,"


0330",Flygon,Ground Dragon,520,80,100,80,80,80,100
5268,"


0331",Cacnea,Grass ,335,50,85,40,85,40,35
5269,"


0332",Cacturne,Grass Dark,475,70,115,60,115,60,55
5270,"


0333",Swablu,Normal Flying,310,45,40,60,40,75,50
5271,"


0334",Altaria,Dragon Flying,490,75,70,90,70,105,80
5272,"


0334",Altaria Mega Altaria,Dragon Fairy,590,75,110,110,110,105,80
5273,"


0335",Zangoose,Normal ,458,73,115,60,60,60,90
5274,"


0336",Seviper,Poison ,458,73,100,60,100,60,65
5275,"


0337",Lunatone,Rock Psychic,460,90,55,65,95,85,70
5276,"


0338",Solrock,Rock Psychic,460,90,95,85,55,65,70
5277,"


0339",Barboach,Water Ground,288,50,48,43,46,41,60
5278,"


0340",Whiscash,Water Ground,468,110,78,73,76,71,60
5279,"


0341",Corphish,Water ,308,43,80,65,50,35,35
5280,"


0342",Crawdaunt,Water Dark,468,63,120,85,90,55,55
5281,"


0343",Baltoy,Ground Psychic,300,40,40,55,40,70,55
5282,"


0344",Claydol,Ground Psychic,500,60,70,105,70,120,75
5283,"


0345",Lileep,Rock Grass,355,66,41,77,61,87,23
5284,"


0346",Cradily,Rock Grass,495,86,81,97,81,107,43
5285,"


0347",Anorith,Rock Bug,355,45,95,50,40,50,75
5286,"


0348",Armaldo,Rock Bug,495,75,125,100,70,80,45
5287,"


0349",Feebas,Water ,200,20,15,20,10,55,80
5288,"


0350",Milotic,Water ,540,95,60,79,100,125,81
5289,"


0351",Castform,Normal ,420,70,70,70,70,70,70
5290,"


0351",Castform Sunny Form,Fire ,420,70,70,70,70,70,70
5291,"


0351",Castform Rainy Form,Water ,420,70,70,70,70,70,70
5292,"


0351",Castform Snowy Form,Ice ,420,70,70,70,70,70,70
5293,"


0352",Kecleon,Normal ,440,60,90,70,60,120,40
5294,"


0353",Shuppet,Ghost ,295,44,75,35,63,33,45
5295,"


0354",Banette,Ghost ,455,64,115,65,83,63,65
5296,"


0354",Banette Mega Banette,Ghost ,555,64,165,75,93,83,75
5297,"


0355",Duskull,Ghost ,295,20,40,90,30,90,25
5298,"


0356",Dusclops,Ghost ,455,40,70,130,60,130,25
5299,"


0357",Tropius,Grass Flying,460,99,68,83,72,87,51
5300,"


0358",Chimecho,Psychic ,455,75,50,80,95,90,65
5301,"


0359",Absol,Dark ,465,65,130,60,75,60,75
5302,"


0359",Absol Mega Absol,Dark ,565,65,150,60,115,60,115
5303,"


0360",Wynaut,Psychic ,260,95,23,48,23,48,23
5304,"


0361",Snorunt,Ice ,300,50,50,50,50,50,50
5305,"


0362",Glalie,Ice ,480,80,80,80,80,80,80
5306,"


0362",Glalie Mega Glalie,Ice ,580,80,120,80,120,80,100
5307,"


0363",Spheal,Ice Water,290,70,40,50,55,50,25
5308,"


0364",Sealeo,Ice Water,410,90,60,70,75,70,45
5309,"


0365",Walrein,Ice Water,530,110,80,90,95,90,65
5310,"


0366",Clamperl,Water ,345,35,64,85,74,55,32
5311,"


0367",Huntail,Water ,485,55,104,105,94,75,52
5312,"


0368",Gorebyss,Water ,485,55,84,105,114,75,52
